text,id,label,Abusive,Affectionate,Lyrics,Self,Adult,Not English,Other
Fuck that stupid ass hoe,339,1.0,1,0,0,0,0,0,0
i don't need a bitch 💯,340,1.0,1,0,0,0,0,0,0
call me a hoe but i want calvin kleins,342,4.0,0,0,0,1,0,0,0
@NuzariBee bitch can I get there 😩😩😩,343,7.0,0,0,0,0,0,0,1
But then again we like that hoe ass shit,344,2.0,0,1,0,0,0,0,0
@dimple___beauty bitch you aint got shit,345,1.0,1,0,0,0,0,0,0
Dumb ass stupid ass bitch,346,1.0,1,0,0,0,0,0,0
"I remember when ""party"" meant birthday party, not drunken whore-fest.",347,1.0,1,0,0,0,0,0,0
You act like a bitch nigga and I hate you,348,7.0,0,0,0,0,0,0,1
we be talking liq talk and ima fuck yo bitch to,349,1.0,1,0,0,0,0,0,0
@American_PYSCO bitch finally decide to follow niggas,350,1.0,1,0,0,0,0,0,0
My brother is a hoe 😊😊😊😊😊😊😊😊,351,1.0,1,0,0,0,0,0,0
came up in that bitch straight reekin🍃,352,2.0,0,1,0,0,0,0,0
Cunt 1 cunt 2 cunt 3 - all of the pussyholes,353,1.0,1,0,0,0,0,0,0
@TheReal5quad go back to sleep hoe,354,1.0,1,0,0,0,0,0,0
"Tell me why yo bitch , keep patrollin like she 5/0",355,1.0,1,0,0,0,0,0,0
@__JazmineP  That bitch make you wanna fuck,356,1.0,1,0,0,0,0,0,0
That bitch said or being under my son 😂😂😂,358,1.0,1,0,0,0,0,0,0
@xoxonatalia123 lol bitch I'm in class,359,1.0,1,0,0,0,0,0,0
Throw sum D's on that bitch,360,1.0,1,0,0,0,0,0,0
freaky bitch eat the dick while I'm playing madden,363,4.0,0,0,0,1,0,0,0
"my lil bitch a vet, she said she need a doggg",364,1.0,1,0,0,0,0,0,0
@JZidorMusic nah you the bitch.. Look at ya.. #bitchassnessisnottoleratedinthesestreets#,366,1.0,1,0,0,0,0,0,0
Did you know the most common food allergy is being a little bitch?,367,1.0,1,0,0,0,0,0,0
@mikecantuu I HATE IT SO MUCH LIKE NO BITCH I WAS THERE,369,1.0,1,0,0,0,0,0,0
Like Bitch You Ain't Me 😂😂😂,370,1.0,1,0,0,0,0,0,0
Oh look you cancelled on me again for your hoe,371,1.0,1,0,0,0,0,0,0
Hate hate hate hate hate my old boss she's suuuuccchhh a fucking bitch,372,1.0,1,0,0,0,0,0,0
Fuck that lil hoe she a dog you,373,1.0,1,0,0,0,0,0,0
I can't give my heart to no bitch,374,1.0,1,0,0,0,0,0,0
I don't need it to be Halloween for me to be a hoe,375,1.0,1,0,0,0,0,0,0
im lit right now bitch recognize who you with right now,376,1.0,1,0,0,0,0,0,0
"You a hoe, yo momma a hoe &amp; yo granny a hoe who makes double cause she can take out her teeth..",377,1.0,1,0,0,0,0,0,0
@SavageInnaTrap @Paralyzedvirgin 😂😂😂 hoe ass,378,1.0,1,0,0,0,0,0,0
Yeah. I'm doing it. I'm going all out on this bitch,379,1.0,1,0,0,0,0,0,0
@jonnygoo fucking hope he does the fat cunt,380,1.0,1,0,0,0,0,0,0
All I ever wanted was a dope bitch,381,1.0,1,0,0,0,0,0,0
Why you gotta curse Rousey's name 😂 bitch,382,2.0,0,1,0,0,0,0,0
@BattlinRise u still haven't told me how u do this u bitch,383,1.0,1,0,0,0,0,0,0
Happy Bday to our sassy Bay!!! Love you cunt @baymchs5,384,1.0,1,0,0,0,0,0,0
I could put a bitch on like worldstar,385,1.0,1,0,0,0,0,0,0
"They can't understand that i simply shine.
But... Ima get mine like real on real . No to that hoe cause it's deals on deals talking for real",386,1.0,1,0,0,0,0,0,0
. When a Bitch Fuckin w. A other Bitch Nogga they Loveeee to talk about it 😂👐🏽😂😂😂😂👐🏽👐🏽👐🏽👐🏽👐🏽👐🏽👐🏽👐🏽😂😂😂😂😂😂😂😂😂😂👐🏽😂😂👐🏽😂😂😂😂😂👐🏽👐🏽👐🏽😂👐🏽😂👐🏽😂😘😈,387,7.0,0,0,0,0,0,0,1
fuck u u hoe I don't want u back,388,1.0,1,0,0,0,0,0,0
"Bitch please, i'm parawhore 💁",389,1.0,1,0,0,0,0,0,0
Bitch I hate you so fucking much,390,4.0,0,0,0,1,0,0,0
I'm the bitch you love to hate.,391,1.0,1,0,0,0,0,0,0
Like do you always have to bitch about something?!?,392,1.0,1,0,0,0,0,0,0
"I don't want hoes, what can a hoe do for me?",393,1.0,1,0,0,0,0,0,0
@graceeyxoxxo bitch our Nigga 😭😂😂,395,1.0,1,0,0,0,0,0,0
@StarboyTheo don't ever call me a bitch,396,1.0,1,0,0,0,0,0,0
Eat yo bitch like a skittle,397,1.0,1,0,0,0,0,0,0
my hair's bein a lil bitch and never straightens,398,1.0,1,0,0,0,0,0,0
@cianan1997 coz you're a fucking cunt,399,4.0,0,0,0,1,0,0,0
"Bitch Ima choose the dirty over you, you know I ain't scared to lose ya",400,1.0,1,0,0,0,0,0,0
@ThatsMe_Raven Tate hoe act like you don't know,401,1.0,1,0,0,0,0,0,0
"fuck a bitch nigga &amp; his bitch, nigga..",402,1.0,1,0,0,0,0,0,0
I'm so high high high that a bitch can't blow my high,403,1.0,1,0,0,0,0,0,0
"Couple A, B, C's, bad bitch double D, popping E, I don't give a F, told you I'm a G",406,1.0,1,0,0,0,0,0,0
@ShyGlizzy cancel that bitch 🔥🔥🔥,407,3.0,0,0,1,0,0,0,0
"Oh you got a new bitch you think you got a new bitch ? She ain't no new bitch , she a used bitch",408,1.0,1,0,0,0,0,0,0
@__rayeeee no tf you don't hoe 😩,409,1.0,1,0,0,0,0,0,0
@_tyyyyyyyyyyyy bitch you talk too much 👊🏽👊🏽,410,1.0,1,0,0,0,0,0,0
"I said I might , I might just fuck your bitch .",411,2.0,0,1,0,0,0,0,0
I'm getting to the Guap bitch I be guapinnn,412,1.0,1,0,0,0,0,0,0
@MrRPMurphy @ladygaga BITCH YOU BETTER SAY YES!!!!!!!!,413,1.0,1,0,0,0,0,0,0
bitch I don't like u i wanna fight u,415,1.0,1,0,0,0,0,0,0
@BHR_RiC don't call her ur bitch though,416,1.0,1,0,0,0,0,0,0
"Say that she miss me, bitch you don't miss me",417,1.0,1,0,0,0,0,0,0
Call the police bitch nigga. CALL THEM.,418,1.0,1,0,0,0,0,0,0
"""Didn't I say get off of me hoe?""",419,1.0,1,0,0,0,0,0,0
@Louis_Tomlinson go home dumbass bitch,420,1.0,1,0,0,0,0,0,0
Treat a queen like a queen and a hoe like a hoe,421,1.0,1,0,0,0,0,0,0
Karma is only a bitch if you are :) Remember that:),422,1.0,1,0,0,0,0,0,0
Fuck I look like hoe? I look like yes and you look like no,423,1.0,1,0,0,0,0,0,0
"I got a perfect relationship with my bed.
Until this bitch ""alarm"" splits us up.",425,1.0,1,0,0,0,0,0,0
Studying can become a revolting bitch at times &gt;_&gt;,426,1.0,1,0,0,0,0,0,0
bitch you don't need to know,428,1.0,1,0,0,0,0,0,0
let that hoe know he in love with that chlochlo,429,1.0,1,0,0,0,0,0,0
@Mantonxx lazy bitch lol pull your finger out,430,1.0,1,0,0,0,0,0,0
"@yixingswoc @Zitaosthot @kadicoupIe same bitch saying ""it's just twitter"" and then talking about twitter relevancy",431,1.0,1,0,0,0,0,0,0
Ima Fall Back And Let Mfs Get They Lil Thoughts Together .. Cuss I Know For A Fact Ain't No Bitch Gone Be There Like I Am 💯,432,1.0,1,0,0,0,0,0,0
@BigBlackDaddy27 Lucky bitch getting to serve two daddies.,433,4.0,0,0,0,1,0,0,0
⚽️⚽️⚽️ GOAL ALERT !!! ⚽️⚽️⚽️⚽️⚽️ THERE'S A GOAL !!!! ⚽️⚽️⚽️⚽️ &amp; THE #CUNT WHO SCORED IT IS ......   GRAHAM 1-0 #WWFC   WHAT A CUNT!!!,434,1.0,1,0,0,0,0,0,0
@S_lina_ i was like really bitch is it? 😂,435,1.0,1,0,0,0,0,0,0
@triflinqueen @majestyjongin bitch if you don't get the fuck,437,3.0,0,0,1,0,0,0,0
Vota Bitch   #MTVStars Beyonce 🚼 Lady Gaga 🚼 Nicki Minaj 🚼 Rihanna,438,1.0,1,0,0,0,0,0,0
@Overshots yeah team mates on my end running in spawns and me just dying instantly off clips from every cunt in the game looking at me,439,1.0,1,0,0,0,0,0,0
Tim loves calling me a hoe,440,1.0,1,0,0,0,0,0,0
@__tiffanyandco you a petty bitch 😂😭😂😭😂😭😭😭😂😭😂😭😂😂😭😭😭😂😭😂😭😂😭,441,1.0,1,0,0,0,0,0,0
Blake's a hoe I swear.💀😂,442,1.0,1,0,0,0,0,0,0
"If a girl cares about you she'll get upset over little things and if you can't handle that, go for a hoe that doesn't care what you do",443,1.0,1,0,0,0,0,0,0
Bitch what ??? Lmao 😂😂😂,444,1.0,1,0,0,0,0,0,0
@Madonna DO YOU REALLY KNOW WHO IS REALLY THE BITCH?,445,1.0,1,0,0,0,0,0,0
@rspnlpn bitch pliss.. I knew it.. Ure talking bout me..!! S'hole madafaka..,446,1.0,1,0,0,0,0,0,0
Don't ever be ashamed of who you are. Unless you're a hoe... Then be ashamed.,447,1.0,1,0,0,0,0,0,0
"@cunalinguss @FunnyIines @Ant_Cummings @mylees123 she a hoe, don't got one",448,1.0,1,0,0,0,0,0,0
@jailbaitcore BITCH IM UR FRIEND,449,1.0,1,0,0,0,0,0,0
I'm finna go off in this bitch,450,2.0,0,1,0,0,0,0,0
Any cunt want to start a band?,451,1.0,1,0,0,0,0,0,0
Can based god fuck your bitch?,453,1.0,1,0,0,0,0,0,0
@urgfalbina then don't look at it dumb bitch,454,1.0,1,0,0,0,0,0,0
"you're not a bitch, not even a little. You're a kitten",455,1.0,1,0,0,0,0,0,0
If he's name starts with J he's more than likely a hoe,456,2.0,0,1,0,0,0,0,0
@jtul24 @kicksb4rent 😂😂😂 my friend showed it to me in like middle school and I was like bitch wtf?,457,1.0,1,0,0,0,0,0,0
"Say he love me, whatever that is . Do me a favor , say that shit bitch",458,7.0,0,0,0,0,0,0,1
"Let a hoe be a hoe, cause she a broke hoe !!",459,1.0,1,0,0,0,0,0,0
hoes always ganna hoe,460,1.0,1,0,0,0,0,0,0
Yes I'm that bitch 😂,461,4.0,0,0,0,1,0,0,0
@yandereonee @SketchNoteyy @GarbageDollboy fuck off randeef u whore ily,462,1.0,1,0,0,0,0,0,0
@stackorfall_DT I meant did you see bitch stop acting dumb,463,1.0,1,0,0,0,0,0,0
@Natabunny08 i ain't got time for you Bitch bye,464,1.0,1,0,0,0,0,0,0
@jondaniels53 don't start world war three with me lil bitch 💀👀,465,1.0,1,0,0,0,0,0,0
Look you in your eyes I can see the bitch,466,1.0,1,0,0,0,0,0,0
Fuck a bitch and a lame nigga,467,1.0,1,0,0,0,0,0,0
You know that bitch just hops dick to dick right?,468,1.0,1,0,0,0,0,0,0
That my bitch forever eva. The love we got is forever eva,469,2.0,0,1,0,0,0,0,0
I might see a bitch and forget I hit it,471,4.0,0,0,0,1,0,0,0
@_bvbylex fuck that retake he don't wanna be in that bitch,472,1.0,1,0,0,0,0,0,0
Postman pat looking twat what a cunt,473,1.0,1,0,0,0,0,0,0
FUCK you &amp; your feelings bitch 🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼,474,1.0,1,0,0,0,0,0,0
Your a stupid fucking bitch ✌✌,475,1.0,1,0,0,0,0,0,0
BRF- bitch resting face 😂,476,1.0,1,0,0,0,0,0,0
did Michael call Ashton his side hoe on their snapchat,477,1.0,1,0,0,0,0,0,0
@LOVE_briana446 &amp; this dont got anything to do with you or the nxt bitch 🙄 im talking to briana ✌🏿️💀,478,1.0,1,0,0,0,0,0,0
That's Not Yo Bitch If Other Niggas Walking Her To Class,479,1.0,1,0,0,0,0,0,0
@ItsJasonDidee I cunt go until May 😢,480,1.0,1,0,0,0,0,0,0
"""Tell them if he's not part of the solution he is part of the problem then say bitch better have my money""- the shit my dad says 😂",483,1.0,1,0,0,0,0,0,0
"""Rihanna - Bitch Better Have My Money (R3bab remix)""",485,7.0,0,0,0,0,0,0,1
Niggas really bitch made,486,3.0,0,0,1,0,0,0,0
You don't call your girlfriend a hoe. Where the real guys at,487,1.0,1,0,0,0,0,0,0
@Msrichards_2you bitch you was a tomboy 😩😭😭😭,489,1.0,1,0,0,0,0,0,0
Found a house party bitch!!!!!,490,1.0,1,0,0,0,0,0,0
yo bitch suckin' on my last name.,492,1.0,1,0,0,0,0,0,0
Guy: I WON THE LOTTERY! Girl: OMG! Guy: Pack your shit! Girl: What should I pack? Guy: Everything bitch you gotta go.,493,1.0,1,0,0,0,0,0,0
@BSfromPS motherfckrz like @AybekMazen are use to fckng there own sisterz you sick son of a bitch,494,1.0,1,0,0,0,0,0,0
I'm down to sprulge on my bitch kuz I don't wife no whores,495,1.0,1,0,0,0,0,0,0
She was a basic bitch till I piped her up.,496,1.0,1,0,0,0,0,0,0
@nsfwmason You're one lucky bitch,497,1.0,1,0,0,0,0,0,0
Can't take a hoe to serious,498,2.0,0,1,0,0,0,0,0
Boo bitch bye!👋🏽,500,1.0,1,0,0,0,0,0,0
@ThePrissAnn people like this fake bitch here.,501,1.0,1,0,0,0,0,0,0
if u work ur way into becoming a robot like me u won't get mad when ppl hand u cards calling u fat or cunt !!! #psa #psa #psa,502,1.0,1,0,0,0,0,0,0
@Kay_Luree right bitch I gotta stay off u do to 😑😕😒,503,1.0,1,0,0,0,0,0,0
@Fox_toasts we get it I'm a whore 😂,504,1.0,1,0,0,0,0,0,0
Fuck you bitch ass niggas,506,1.0,1,0,0,0,0,0,0
If you actually don't like me then don't be a bitch just don't be my friend lol,507,1.0,1,0,0,0,0,0,0
Okay bitch get yo shit. Like I can't even be mad 👏🏿👏🏿👏🏿👏🏿. Honestly motivated,508,1.0,1,0,0,0,0,0,0
I'll swing on yo bitch ass !,509,1.0,1,0,0,0,0,0,0
I don't want that hoe I want that bitch,510,1.0,1,0,0,0,0,0,0
Tfw teacher is a cunt and won't let us use phones while watching a movie,511,1.0,1,0,0,0,0,0,0
Lol. Okay bitch.😂,512,1.0,1,0,0,0,0,0,0
"@ScallyZach Absolutely true sir! ;) We bitch-boys just deserve to gag on your huge cocks and get choked, slapped, spanked and spat-on too ;)",513,1.0,1,0,0,0,0,0,0
@RichardTacolino why did u change ur @ u cunt ?,515,1.0,1,0,0,0,0,0,0
Ima rain on your parade bitch,516,1.0,1,0,0,0,0,0,0
Fuck yo feelings ain't no sorrys bitch,517,1.0,1,0,0,0,0,0,0
@nyvrythamovie lmfao bitch 😂😂😂😂😂😂😂😂😂😂😂😂,518,1.0,1,0,0,0,0,0,0
"👩‍❤️‍👩👫👩‍❤️‍👩👫👩‍❤️‍👩👫👩‍❤️‍👩👫👩‍❤️‍👩
👫
👩‍❤️‍👩.          👯
👫                   How I Expose a HOE
👩‍❤️‍👩
👫
👩‍❤️‍👩
👫👩‍❤️‍👩👫👩‍❤️‍👩👫👩‍❤️‍👩👫👩‍❤️‍👩👫",519,1.0,1,0,0,0,0,0,0
Like FIND A BITCH ALREADY...,521,1.0,1,0,0,0,0,0,0
@lxgxndary he a bitch ass nigga 😂,522,1.0,1,0,0,0,0,0,0
Bitch Put In or Get Put TF Out,523,1.0,1,0,0,0,0,0,0
Bitch i dont like u,524,1.0,1,0,0,0,0,0,0
"""Or else what bitch"" 😂😭😂😭",525,1.0,1,0,0,0,0,0,0
Im a lame hoe ? . But all the hoes before n after me was lame  AF THO .,526,1.0,1,0,0,0,0,0,0
61.1 Bitch Better Have My Money $ #MTVStars #MTVStarOf2015 Rihanna 🍕  Lady Gaga 🍕  Tinie Tempah,527,4.0,0,0,0,1,0,0,0
@allyssamahan @madison_rotondo Sick of your shit. Now fuck off cunt,528,3.0,0,0,1,0,0,0,0
"i just wanna fuck, lil bitch so what",529,1.0,1,0,0,0,0,0,0
"You girls be 13 talking about ""I hate sleeping alone"" .. Well bitch you better buy a damn teddy bear.",530,1.0,1,0,0,0,0,0,0
I'm a crazy bitch 😂,531,1.0,1,0,0,0,0,0,0
But your bitch down like old yeller.,532,4.0,0,0,0,1,0,0,0
Sorry @jackgilinsky but @JackJackJohnson is my main bitch:-) you's my side hoe:-) love you both:/),533,1.0,1,0,0,0,0,0,0
Treat a nigga like a hoe,534,1.0,1,0,0,0,0,0,0
You lil dumb ass bitch,535,1.0,1,0,0,0,0,0,0
if you don't take a picture with @venaerangel she calls you a hoe :/,536,1.0,1,0,0,0,0,0,0
Bitch won't get off his phone,537,1.0,1,0,0,0,0,0,0
d|100 BITCH BETTER HAVE MY MONEY $♥ #MTVStarOf2015 #MTVStars Rihanna 🌸 Lady Gaga,538,1.0,1,0,0,0,0,0,0
Wish a bitch would ☺️☺️☺️☺️,539,1.0,1,0,0,0,0,0,0
Bitch Ass 😂💯,540,1.0,1,0,0,0,0,0,0
I swear Ian hiding from NO BITCH period so make sure when u really @ me make sure u @ me now fuck on ✌️😘,541,1.0,1,0,0,0,0,0,0
"Then he says, ""Fuck you, bitch"" as she leaves... unbelievable! SMH.",542,1.0,1,0,0,0,0,0,0
Bitch I don't need u,543,1.0,1,0,0,0,0,0,0
I just wanna pull up with a bitch with no instagram,544,1.0,1,0,0,0,0,0,0
@BECCCAV3 I love how you're a bad bitch!,545,4.0,0,0,0,1,0,0,0
You spell your name like a bitch @Coby,548,7.0,0,0,0,0,0,0,1
I hate you you dumb ass hoe,549,1.0,1,0,0,0,0,0,0
"""I'm a little hoe for the money""",550,1.0,1,0,0,0,0,0,0
@IamDanteB @TamiRoman  Brandi is a boring and petty Bitch ✌🏽️✌🏽✌🏽✌🏽✌🏽piece.,551,1.0,1,0,0,0,0,0,0
"Like, hey happy birthday bitch.",552,1.0,1,0,0,0,0,0,0
Bitch I dig it I eat ice cream with my chicken,553,2.0,0,1,0,0,0,0,0
Yo bitch want every nigga,554,1.0,1,0,0,0,0,0,0
lol that beer belly isn't cute hoe,555,1.0,1,0,0,0,0,0,0
Y'all should see this bitch @CrazyAssJazz 😂,556,1.0,1,0,0,0,0,0,0
"Silly hoe, unblock me and apologise",557,1.0,1,0,0,0,0,0,0
"Just ran a bitch off Twitter for jumpin a mom in less than 20 minutes lol it's all gravy tho, you still gon get these hands. #DISRESPECTFUL",558,1.0,1,0,0,0,0,0,0
you better vote bitch! #MTVStars Britney Spears,559,1.0,1,0,0,0,0,0,0
I said don't mess with me bitch 😑😑🌵,561,7.0,0,0,0,0,0,0,1
My phone was on the charger for so long but the bitch wasn't charging,562,1.0,1,0,0,0,0,0,0
"@ryansingleton01 @celticfc a wee greeting face cunt, a wida drapped Gordon weeks ago anaw",563,7.0,0,0,0,0,0,0,1
"""like bitch caalllm dowwwn"" 😭😭😭",564,1.0,1,0,0,0,0,0,0
I'm a crazy ass bitch,565,1.0,1,0,0,0,0,0,0
@gfcdiamond @rootsoffight the time has come alright...your time cunt,566,4.0,0,0,0,1,0,0,0
Karma is really a bitch..,567,1.0,1,0,0,0,0,0,0
hate a bitch that delete tweets,569,1.0,1,0,0,0,0,0,0
You think we like you?  Bitch u think again,570,1.0,1,0,0,0,0,0,0
Bitch you know a nigga poppin' wait yo turnnnn,571,1.0,1,0,0,0,0,0,0
Lady C... Does the C stand for cunt? #ImACeleb,572,1.0,1,0,0,0,0,0,0
"If you my nigga , be my nigga ... I don't want a relationship with a bitch nigga",573,1.0,1,0,0,0,0,0,0
"Britney Bitch!
#MTVStars Britney Spears
Preston19",574,1.0,1,0,0,0,0,0,0
That hoe @DTA_Chris in this bitch wit us,575,1.0,1,0,0,0,0,0,0
@kikkyri coz the bitch are so hot ...like a cabe cabean ....kkkkkkkkk,576,1.0,1,0,0,0,0,0,0
"i aint never been a bitch .. 
dont know how to be a hoe ..",577,1.0,1,0,0,0,0,0,0
This bitch ALWAYS got something to say.,578,4.0,0,0,0,1,0,0,0
Bitch didn't get my drink,579,1.0,1,0,0,0,0,0,0
WHEN YOU BLOCK A FAKE BITCH ON SNAPCHAT ☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️,580,1.0,1,0,0,0,0,0,0
Side hoe problems 💀👇🏾👇🏾👇🏾,581,1.0,1,0,0,0,0,0,0
@TaleaGrandy thanks hoe 😘 love you too,582,1.0,1,0,0,0,0,0,0
@cvmeron27 come and bitch slap us,583,7.0,0,0,0,0,0,0,1
Being a stripper don't make you a hoe,584,2.0,0,1,0,0,0,0,0
"Britney Bitch!
#MTVStars Iggy Azalea 🚀 Lana DeI Rey 🚀 Britney Spears 🚀 Demi Lovato 🚀 Selena Gomez
xxxx1",585,1.0,1,0,0,0,0,0,0
"bitch I'm on my money phone
bitch I'm on my money phone bitch I'm on my money phone
bitch I'm on my money phone bitch I'm on my money phone",586,7.0,0,0,0,0,0,0,1
I cant stand this hoe and her use of the word becky #LHHH,587,7.0,0,0,0,0,0,0,1
@camilleduval__ spell check did me all types of wrong 😂^^ I meant *messy ass hoe,588,1.0,1,0,0,0,0,0,0
😭😭😭😭😭😭 RT @_WordSmiff_: If you wanted her you would've kept her. Move Carl Thomas. Niggas got booty to eat X your bitch on the menu.,589,1.0,1,0,0,0,0,0,0
@NASCAR won't be watching the Roger Penske whore show!,590,1.0,1,0,0,0,0,0,0
I gotta get I gotta go . Nigga I fuck bitches better watch yo hoe .,591,1.0,1,0,0,0,0,0,0
Cause i'm a bad bitch,592,1.0,1,0,0,0,0,0,0
"Bitch please, I dont care if its your brothers damn birthday.",593,1.0,1,0,0,0,0,0,0
Bitch nigga miss me wit it,594,4.0,0,0,0,1,0,0,0
@Bmwilkie say it to my face you little bitch,595,1.0,1,0,0,0,0,0,0
@YoungWild_WIERD bitch how ?😂😅 you blew it,596,1.0,1,0,0,0,0,0,0
Try me bitch 😂😂😂😂,597,1.0,1,0,0,0,0,0,0
you know that i'm a crazy bitch,598,1.0,1,0,0,0,0,0,0
i got your bitch on my phone💀,599,1.0,1,0,0,0,0,0,0
@Branaaee_ bitch fuck you 🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽😘,601,1.0,1,0,0,0,0,0,0
"That my nigga I call'em Blocka 
That my bitch I call her Betty Crocker 
That my brother I call him hundred 
La Familia 🔥🔥 @iamkevingates",602,1.0,1,0,0,0,0,0,0
Bitch fuck who u wit.,603,1.0,1,0,0,0,0,0,0
"My sister a hoe on god , fuck her she a mark Oml",604,1.0,1,0,0,0,0,0,0
i'm looking damn as bitch,605,3.0,0,0,1,0,0,0,0
"I'm such a bitch.  
...I love it. 😈",606,1.0,1,0,0,0,0,0,0
Bitch you act like I ain't up the street or something! 😒 RT @ImBlkAnnaNicole: I hate smoking alone but I sure as hell will tonight 😐,607,1.0,1,0,0,0,0,0,0
@hwags_ 5 foot 6 bitch,608,1.0,1,0,0,0,0,0,0
Every nigga got that one jump fresh outfit they put on right quick when a bitch say come thru at 3 am .,609,4.0,0,0,0,1,0,0,0
My cousin is legit saving up in case his future bitch needs a boob or ass job 😂,610,1.0,1,0,0,0,0,0,0
better watch your back bitch,611,1.0,1,0,0,0,0,0,0
Omg im such a bitch 😂😂,612,2.0,0,1,0,0,0,0,0
"Kim complained that Kris was ""kicking out a pregnant woman"".. bitch you're rich, why are you even living with your mother?!
#KUWTK",613,2.0,0,1,0,0,0,0,0
@NayNOTNi @kennethraw1 we don't even know you bitch,614,1.0,1,0,0,0,0,0,0
"@KateAurthur I just read some of YF's recent interviews, and I feel like a heartless bitch. Her experiences sound miserable!",615,4.0,0,0,0,1,0,0,0
I'm Eat Fr 💵🍴 Yah Hoe Can tell Yah That 😌,616,1.0,1,0,0,0,0,0,0
"🎶We'll never be, never be anything but loud🎶
*Librarian glares at Pink*
""Shh, this is a fucking library you dumb bitch.""",617,1.0,1,0,0,0,0,0,0
Fake eyelashes. Thats ok. Fake boobs. Thats ok. Fake nails. Thats ok. Fake orgasm. Whatever. Turkey bacon Hit the road bitch.,618,4.0,0,0,0,1,0,0,0
Bitch please would you kindly go drown yourself in the ocean.,620,1.0,1,0,0,0,0,0,0
Body hurt like a bitch,621,7.0,0,0,0,0,0,0,1
"One cant even TRY to explain what they really means bc once you make an innocent communication error, ppl go into brainless whiny bitch mode",622,1.0,1,0,0,0,0,0,0
If a bitch can take my nigga from me then she ain't for me,623,1.0,1,0,0,0,0,0,0
@de_jedEye can I bring another bitch or nah ?,624,4.0,0,0,0,1,0,0,0
"Bitch you don't like me, I don't like you neither",625,1.0,1,0,0,0,0,0,0
"😈 if u wanna be my hoe, vote 😈

#MTVStars One Direction 

-623",626,1.0,1,0,0,0,0,0,0
@Tevin_Jackson lol fuck you bitch 😂,627,1.0,1,0,0,0,0,0,0
My mom is always a Bitch on Christmas 🙄,628,1.0,1,0,0,0,0,0,0
I don't talk to bitches who don't get they feet done.. No Bitch.. Bye Bitch,630,1.0,1,0,0,0,0,0,0
I told my bitch to dye her hair red like Dennis Rodman,631,1.0,1,0,0,0,0,0,0
Idk why my cousin acts like a bitch to me,632,1.0,1,0,0,0,0,0,0
Fuck this fuck you fuck everything fuck everyone dolo bitch,633,1.0,1,0,0,0,0,0,0
tweet in like a bitch 😭,635,1.0,1,0,0,0,0,0,0
Hoes gonna be hoes... No changing a hoe,636,1.0,1,0,0,0,0,0,0
Bitch I'm rich just like a Simmons not Lil Diggy,637,1.0,1,0,0,0,0,0,0
bitch im gonna un-bae yo ass,638,1.0,1,0,0,0,0,0,0
Now I'm with my next bitch 😂,639,1.0,1,0,0,0,0,0,0
Got my grade back from my test and a Bitch pass em 💃🏽💃🏽💃🏽💃🏽💃🏽,640,4.0,0,0,0,1,0,0,0
@luke_brooks LUKE FOLLOW ME BITCH,641,1.0,1,0,0,0,0,0,0
also being a total fucking bitch is cool too,642,4.0,0,0,0,1,0,0,0
When I see hate account saying off if OtrA is ending I don't stan 1D then why the fuck R you tweeting bout it cunt.🖕🖕🖕,643,1.0,1,0,0,0,0,0,0
I can buy a nigga hoe but I don't want a bitch,644,1.0,1,0,0,0,0,0,0
"Hood Bitch, Hood Rich 📢",645,1.0,1,0,0,0,0,0,0
"we don't want no bum bitch , no we don't want no bum bitch , we don't want no bum bum bum bum bum 😂",646,1.0,1,0,0,0,0,0,0
Back Up Off Me Bitch I Said Back Up Off Me ❗️,647,1.0,1,0,0,0,0,0,0
Don't spend no time on a bitch if she ain't fireee,648,3.0,0,0,1,0,0,0,0
Don't make me expose you bitch,649,1.0,1,0,0,0,0,0,0
"@krstiantan putangina tapos pangalan pa ng pptx ""Tan's Group"" OMYGOD. WTF ""CUNT CUNT CUNT CUNT CUNT CUNT CUNT CUNT CUNT CUNT CUNT CUNT x20""",650,1.0,1,0,0,0,0,0,0
left the hoe at the hotel 💪🏾,651,1.0,1,0,0,0,0,0,0
Well done Mr. Cameron you pig shagging cunt 👏,652,1.0,1,0,0,0,0,0,0
"Hope that pikey cunt Fury gets knocked out, moaning cunt making excuses before the bout's even happened",653,1.0,1,0,0,0,0,0,0
@PNW18 @daisygirl721 Turns out she was being a bitch because she and her husband are separated. We just found out.,654,1.0,1,0,0,0,0,0,0
"trust no man, fear no bitch",655,1.0,1,0,0,0,0,0,0
"When your Chem teacher calls Marie #Curie a ""Bad Bitch""",656,1.0,1,0,0,0,0,0,0
I got bitch trayed 😂😂😂😂,657,2.0,0,1,0,0,0,0,0
BITCH I SAID ARE WE CLEAR!!! WELCOME TO MY STREETS BITCH 👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾💣💣💣,658,7.0,0,0,0,0,0,0,1
